2020-10-28 12:33:49.533502|37
2020-10-28 12:33:49.592481|61
2020-10-28 12:33:49.651680|63
2020-10-28 12:33:49.709312|32
2020-10-28 12:33:49.768548|59
2020-10-28 12:33:49.823434|28
2020-10-28 12:33:49.882915|63
2020-10-28 12:33:49.939357|21
2020-10-28 12:33:49.993021|18
2020-10-28 12:33:50.046674|15
2020-10-28 12:33:50.102265|58
2020-10-28 12:33:50.161853|60
2020-10-28 12:33:50.216562|46
2020-10-28 12:33:50.283090|55
2020-10-28 12:33:50.338062|52
2020-10-28 12:33:50.393140|54
2020-10-28 12:33:50.459385|53
2020-10-28 12:33:50.525675|52
2020-10-28 12:33:50.591905|52
2020-10-28 12:33:50.646917|51
2020-10-28 12:33:50.701989|51
2020-10-28 12:33:50.756931|51
2020-10-28 12:33:50.823014|51
2020-10-28 12:33:50.878195|50
2020-10-28 12:33:50.932483|51
2020-10-28 12:33:50.987928|53
2020-10-28 12:33:51.046795|54
2020-10-28 12:33:51.102066|50
2020-10-28 12:33:51.155826|19
2020-10-28 12:33:51.212316|55
2020-10-28 12:33:51.271214|57
2020-10-28 12:33:51.330263|64
2020-10-28 12:33:51.389345|63
2020-10-28 12:33:51.448222|62
2020-10-28 12:33:51.505701|60
2020-10-28 12:33:51.564863|63
2020-10-28 12:33:51.624748|62
2020-10-28 12:33:51.683735|61
2020-10-28 12:33:51.742796|63
2020-10-28 12:33:51.801989|64
2020-10-28 12:33:51.861152|62
2020-10-28 12:33:51.919874|61
2020-10-28 12:33:51.978368|59
2020-10-28 12:33:52.037419|62
2020-10-28 12:33:52.096352|60
2020-10-28 12:33:52.154328|56
2020-10-28 12:33:52.220884|58
2020-10-28 12:33:52.280004|55
2020-10-28 12:33:52.338300|55
2020-10-28 12:33:52.393960|55
2020-10-28 12:33:52.449001|55
2020-10-28 12:33:52.504396|58
2020-10-28 12:33:52.559673|56
2020-10-28 12:33:52.615300|52
2020-10-28 12:33:52.670032|51
2020-10-28 12:33:52.724579|52
2020-10-28 12:33:52.779489|51
2020-10-28 12:33:52.846623|61
2020-10-28 12:33:52.913350|60
2020-10-28 12:33:52.968884|60
2020-10-28 12:33:53.035150|57
2020-10-28 12:33:53.101604|53
2020-10-28 12:33:53.167716|53
2020-10-28 12:33:53.233913|52
2020-10-28 12:33:53.300155|52
2020-10-28 12:33:53.366419|52
2020-10-28 12:33:53.432549|53
2020-10-28 12:33:53.498805|53
2020-10-28 12:33:53.565324|53
2020-10-28 12:33:53.632223|69
2020-10-28 12:33:53.687985|69
2020-10-28 12:33:53.743236|51
2020-10-28 12:33:53.798329|50
2020-10-28 12:33:53.853977|54
2020-10-28 12:33:53.909370|52
2020-10-28 12:33:53.964544|45
2020-10-28 12:33:54.021017|57
2020-10-28 12:33:54.076826|55
2020-10-28 12:33:54.133400|58
2020-10-28 12:33:54.192453|60
2020-10-28 12:33:54.251242|60
2020-10-28 12:33:54.310988|79
2020-10-28 12:33:54.370106|63
2020-10-28 12:33:54.430015|63
2020-10-28 12:33:54.489030|62
2020-10-28 12:33:54.548214|62
2020-10-28 12:33:54.607382|63
2020-10-28 12:33:54.666286|61
2020-10-28 12:33:54.725347|62
2020-10-28 12:33:54.784014|59
2020-10-28 12:33:54.842731|61
2020-10-28 12:33:54.901582|59
2020-10-28 12:33:54.960144|57
2020-10-28 12:33:55.016490|62
2020-10-28 12:33:55.075253|60
2020-10-28 12:33:55.131298|62
2020-10-28 12:33:55.187017|52
2020-10-28 12:33:55.243900|75
2020-10-28 12:33:55.303374|57
2020-10-28 12:33:55.369630|54
