2020-10-28 12:33:49.533502|78
2020-10-28 12:33:49.592481|69
2020-10-28 12:33:49.651680|67
2020-10-28 12:33:49.709312|62
2020-10-28 12:33:49.768548|72
2020-10-28 12:33:49.823434|26
2020-10-28 12:33:49.882915|69
2020-10-28 12:33:49.939357|63
2020-10-28 12:33:49.993021|17
2020-10-28 12:33:50.046674|14
2020-10-28 12:33:50.102265|11
2020-10-28 12:33:50.161853|75
2020-10-28 12:33:50.216562|7
2020-10-28 12:33:50.283090|0
2020-10-28 12:33:50.338062|5
2020-10-28 12:33:50.393140|4
2020-10-28 12:33:50.459385|0
2020-10-28 12:33:50.525675|0
2020-10-28 12:33:50.591905|0
2020-10-28 12:33:50.646917|7
2020-10-28 12:33:50.701989|6
2020-10-28 12:33:50.756931|5
2020-10-28 12:33:50.823014|0
2020-10-28 12:33:50.878195|4
2020-10-28 12:33:50.932483|3
2020-10-28 12:33:50.987928|6
2020-10-28 12:33:51.046795|65
2020-10-28 12:33:51.102066|13
2020-10-28 12:33:51.155826|18
2020-10-28 12:33:51.212316|20
2020-10-28 12:33:51.271214|67
2020-10-28 12:33:51.330263|67
2020-10-28 12:33:51.389345|62
2020-10-28 12:33:51.448222|62
2020-10-28 12:33:51.505701|44
2020-10-28 12:33:51.564863|63
2020-10-28 12:33:51.624748|78
2020-10-28 12:33:51.683735|65
2020-10-28 12:33:51.742796|65
2020-10-28 12:33:51.801989|63
2020-10-28 12:33:51.861152|64
2020-10-28 12:33:51.919874|63
2020-10-28 12:33:51.978368|64
2020-10-28 12:33:52.037419|60
2020-10-28 12:33:52.096352|59
2020-10-28 12:33:52.154328|58
2020-10-28 12:33:52.220884|0
2020-10-28 12:33:52.280004|65
2020-10-28 12:33:52.338300|63
2020-10-28 12:33:52.393960|9
2020-10-28 12:33:52.449001|9
2020-10-28 12:33:52.504396|7
2020-10-28 12:33:52.559673|5
2020-10-28 12:33:52.615300|6
2020-10-28 12:33:52.670032|3
2020-10-28 12:33:52.724579|4
2020-10-28 12:33:52.779489|4
2020-10-28 12:33:52.846623|0
2020-10-28 12:33:52.913350|0
2020-10-28 12:33:52.968884|7
2020-10-28 12:33:53.035150|0
2020-10-28 12:33:53.101604|0
2020-10-28 12:33:53.167716|0
2020-10-28 12:33:53.233913|0
2020-10-28 12:33:53.300155|0
2020-10-28 12:33:53.366419|0
2020-10-28 12:33:53.432549|0
2020-10-28 12:33:53.498805|0
2020-10-28 12:33:53.565324|0
2020-10-28 12:33:53.632223|0
2020-10-28 12:33:53.687985|3
2020-10-28 12:33:53.743236|5
2020-10-28 12:33:53.798329|8
2020-10-28 12:33:53.853977|10
2020-10-28 12:33:53.909370|14
2020-10-28 12:33:53.964544|17
2020-10-28 12:33:54.021017|18
2020-10-28 12:33:54.076826|20
2020-10-28 12:33:54.133400|26
2020-10-28 12:33:54.192453|63
2020-10-28 12:33:54.251242|61
2020-10-28 12:33:54.310988|63
2020-10-28 12:33:54.370106|64
2020-10-28 12:33:54.430015|80
2020-10-28 12:33:54.489030|63
2020-10-28 12:33:54.548214|63
2020-10-28 12:33:54.607382|63
2020-10-28 12:33:54.666286|63
2020-10-28 12:33:54.725347|68
2020-10-28 12:33:54.784014|61
2020-10-28 12:33:54.842731|61
2020-10-28 12:33:54.901582|60
2020-10-28 12:33:54.960144|60
2020-10-28 12:33:55.016490|21
2020-10-28 12:33:55.075253|58
2020-10-28 12:33:55.131298|15
2020-10-28 12:33:55.187017|15
2020-10-28 12:33:55.243900|16
2020-10-28 12:33:55.303374|74
2020-10-28 12:33:55.369630|0
